city,rank,total_score,life_quality,family_score,cost,internet,fun,air,crime,racism,Education,income,speak_english,walkability,traffic_safety,happiness,nightlife,free_wifi,coworking_places,ac_heating,foreigner frendly,speech_freedom,female_frendly,lgbtq_plus_friendly,startup_score,lat,long,country,continent
Cordoba,637,2.9,4.0,3.0,1517.0,14.0,3.0,23.0,3.0,4.0,4.0,1037.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,3.0,5.0,3.0,37.8845813,-4.7760138, Spain,europe
Burlington NC,638,3.1,4.0,4.0,3248.0,52.0,3.0,23.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,36.0956918,-79.4377991, United States,north_america
Cixi,639,3.1,3.0,2.0,1335.0,1.0,3.0,128.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,4.0,3.0,3.0,2.0,30.1708675,121.261786, China,asia
Malappuram,640,3.1,3.0,2.0,642.0,10.0,3.0,128.0,4.0,2.0,2.0,142.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,11.10684475,76.10995510466662, India,asia
Canton OH,641,3.1,3.0,3.0,3426.0,90.0,3.0,37.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,40.7985464,-81.3749508, United States,north_america
Manaus,642,3.1,3.0,3.0,1004.0,12.0,3.0,37.0,1.0,3.0,3.0,721.0,2.0,5.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,5.0,2.0,-3.1316333,-59.9825041, Brazil,south_america
Sioux City IA,643,3.1,3.0,3.0,3409.0,38.0,3.0,23.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,5.0,3.0,42.4966815,-96.4058782, United States,north_america
Pasto,644,3.1,3.0,2.0,642.0,11.0,3.0,63.0,1.0,2.0,3.0,484.0,2.0,3.0,2.0,4.0,3.0,2.0,5.0,2.0,3.0,3.0,3.0,5.0,2.0,1.2146013,-77.2782755, Colombia,south_america
Phoenix AZ,645,3.0,3.0,4.0,3072.0,39.0,3.0,24.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,2.0,4.0,3.0,5.0,3.0,33.4484367,-112.0741417, United States,north_america
Dubuque IA,646,3.0,3.0,3.0,3583.0,39.0,3.0,28.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,3.0,5.0,3.0,42.5006243,-90.6647985, United States,north_america
La Crosse WI,647,3.0,3.0,3.0,3614.0,43.0,3.0,27.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,4.0,5.0,3.0,43.8014053,-91.2395429, United States,north_america
Terre Haute IN,648,3.0,3.0,3.0,3477.0,54.0,3.0,47.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,4.0,5.0,3.0,39.4667025,-87.4139119, United States,north_america
Nizhny,649,3.0,3.0,2.0,1931.0,18.0,2.0,47.0,2.0,2.0,4.0,721.0,2.0,5.0,2.0,3.0,4.0,2.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0,56.2947846,43.8615457524112, Russia,europe
Scranton PA,650,3.0,3.0,3.0,3255.0,105.0,3.0,30.0,4.0,3.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,3.0,41.4086874,-75.6621294, United States,north_america
Zwolle,651,3.0,4.0,4.0,3385.0,37.0,2.0,13.0,5.0,4.0,4.0,3813.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,52.5089759,6.0943765, Netherlands,europe
Kochi,652,3.0,3.0,2.0,552.0,10.0,2.0,46.0,4.0,2.0,2.0,142.0,3.0,5.0,2.0,2.0,3.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,2.0,9.9313695,76.2673759, India,asia
Pueblo CO,653,3.0,3.0,3.0,3327.0,78.0,3.0,46.0,4.0,5.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,3.0,5.0,3.0,38.187635,-104.5350145, United States,north_america
Pamplona,654,3.0,4.0,3.0,2696.0,31.0,3.0,14.0,5.0,3.0,4.0,2225.0,3.0,2.0,3.0,4.0,3.0,3.0,5.0,2.0,3.0,4.0,3.0,5.0,3.0,42.8184538,-1.6442556, Spain,europe
Omaha NE,655,3.0,3.0,3.0,3395.0,55.0,2.0,34.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,41.2587459,-95.9383758, United States,north_america
Utica NY,656,3.0,3.0,3.0,3528.0,94.0,3.0,15.0,4.0,3.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,3.0,43.1009031,-75.2326641, United States,north_america
Joliet IL,657,3.0,4.0,4.0,3580.0,42.0,3.0,39.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,41.5263603,-88.0840212, United States,north_america
San Ignacio,658,3.0,3.0,2.0,2085.0,18.0,4.0,39.0,1.0,4.0,3.0,395.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0,23.92493515,-106.27530726923776, Mexico,north_america
Gold Coast,659,3.0,4.0,3.0,3022.0,19.0,3.0,25.0,5.0,4.0,5.0,4506.0,3.0,3.0,3.0,5.0,3.0,2.0,5.0,2.0,5.0,4.0,4.0,5.0,3.0,-28.0023731,153.4145987, Australia,oceania
Turku,660,3.0,4.0,3.0,3306.0,32.0,3.0,57.0,4.0,4.0,4.0,3612.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,60.4517531,22.2670522, Finland,europe
Salem OR,661,3.0,4.0,3.0,3624.0,61.0,3.0,19.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,44.9391565,-123.033121, United States,north_america
Panajachel,662,3.0,3.0,2.0,1365.0,6.0,4.0,19.0,1.0,3.0,2.0,346.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,14.7452262,-91.1518989, Guatemala,north_america
Torshavn Faroe Islands,663,3.0,4.0,4.0,3320.0,88.0,3.0,19.0,5.0,5.0,4.0,4478.0,4.0,5.0,3.0,5.0,3.0,4.0,2.0,3.0,4.0,5.0,5.0,5.0,3.0,62.012,-6.768, Faroe Islands,europe
Iquique,664,3.0,3.0,3.0,1705.0,17.0,2.0,63.0,4.0,4.0,4.0,1150.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,-20.2140657,-70.1524646, Chile,south_america
Mobile AL,665,3.0,3.0,3.0,2587.0,52.0,3.0,46.0,4.0,3.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,5.0,3.0,39.092585,-84.853229, United States,north_america
Alexandria,666,3.0,3.0,2.0,1076.0,5.0,4.0,46.0,4.0,3.0,3.0,235.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,2.0,3.0,2.0,2.0,31.199004,29.894378, Egypt,africa
Tamarindo,667,3.0,3.0,3.0,2651.0,9.0,3.0,46.0,2.0,4.0,3.0,985.0,3.0,5.0,3.0,5.0,2.0,2.0,4.0,5.0,3.0,5.0,3.0,5.0,2.0,10.302834,-85.8385625, Costa Rica,north_america
Kaliningrad,668,3.0,3.0,2.0,2100.0,18.0,2.0,46.0,2.0,2.0,4.0,721.0,3.0,2.0,2.0,3.0,2.0,4.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,54.710128,20.5105838, Russia,europe
Bordeaux,670,3.0,4.0,3.0,3150.0,18.0,3.0,30.0,4.0,3.0,4.0,3069.0,2.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,2.0,44.841225,-0.5800364, France,europe
Rhodes,671,3.0,4.0,3.0,3007.0,14.0,4.0,30.0,5.0,3.0,4.0,1436.0,3.0,5.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,48.7530846,6.906018376078861, France,europe
Bloomington IL,672,3.2,3.0,3.0,3191.0,57.0,3.0,34.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,2.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,40.4797828,-88.9939147, United States,north_america
Reno NV,673,3.0,4.0,3.0,3689.0,54.0,3.0,14.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,2.0,3.0,5.0,5.0,3.0,4.0,3.0,5.0,3.0,39.5261206,-119.8126581, United States,north_america
Hvar,674,3.0,3.0,3.0,2504.0,19.0,2.0,8.0,5.0,3.0,4.0,1013.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,43.1739813,16.556455274780376, Croatia,europe
Guayaquil,675,3.0,3.0,2.0,1361.0,7.0,3.0,8.0,3.0,3.0,3.0,499.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,5.0,2.0,-2.1900703,-79.8868702, Ecuador,south_america
Cusco,676,3.0,3.0,3.0,1175.0,10.0,2.0,8.0,3.0,3.0,3.0,504.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,2.0,2.0,-13.5170887,-71.9785356, Peru,south_america
Belize City,677,3.0,3.0,3.0,2421.0,15.0,2.0,8.0,1.0,3.0,3.0,395.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,17.5000543,-88.2003115, Belize,north_america
Baltimore MD,678,3.0,3.0,3.0,3560.0,58.0,3.0,34.0,4.0,2.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,39.2908816,-76.610759, United States,north_america
Joplin MO,679,3.0,3.0,3.0,3496.0,34.0,3.0,34.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,37.08418,-94.51323, United States,north_america
Daytona Beach FL,680,3.0,4.0,3.0,3478.0,39.0,3.0,29.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,29.2108147,-81.0228331, United States,north_america
College Station TX,681,3.0,4.0,3.0,3738.0,57.0,3.0,29.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,30.5955289,-96.3071042, United States,north_america
Ko Chang,682,3.0,3.0,2.0,1030.0,19.0,3.0,29.0,4.0,3.0,3.0,493.0,2.0,3.0,2.0,4.0,3.0,2.0,5.0,3.0,4.0,3.0,3.0,2.0,2.0,12.054616800000002,102.33734259872212, Thailand,asia
Appleton WI,683,3.0,3.0,3.0,3654.0,39.0,3.0,23.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,44.2613967,-88.4069744, United States,north_america
Merced CA,684,3.0,3.0,3.0,2957.0,74.0,3.0,36.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,37.1641544,-120.7678602, United States,north_america
Decatur IL,685,3.0,3.0,3.0,3450.0,42.0,3.0,36.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,5.0,3.0,39.8454163,-88.9524151, United States,north_america
Kassel,686,3.0,4.0,3.0,2793.0,34.0,3.0,27.0,5.0,4.0,4.0,3538.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,5.0,5.0,3.0,51.3154546,9.4924096, Germany,europe
Sparks NV,687,3.0,4.0,4.0,3752.0,56.0,3.0,45.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,39.5404679,-119.7487235, United States,north_america
Darmstadt,688,3.0,4.0,3.0,2688.0,28.0,3.0,26.0,5.0,3.0,4.0,3538.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,3.0,49.872775,8.651177, Germany,europe
Elgin IL,689,3.0,3.0,3.0,3739.0,57.0,3.0,36.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,42.03726,-88.2810994, United States,north_america
Eindhoven,690,3.0,4.0,4.0,3893.0,54.0,3.0,16.0,5.0,4.0,4.0,3813.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,3.0,51.4392648,5.478633, Netherlands,europe
Dortmund,691,3.0,4.0,3.0,3333.0,29.0,4.0,14.0,5.0,3.0,4.0,3538.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,5.0,3.0,5.0,3.0,51.5142273,7.4652789, Germany,europe
Dededo,692,3.0,4.0,3.0,3371.0,6.0,5.0,14.0,4.0,5.0,4.0,0.0,5.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,5.0,4.0,3.0,3.0,13.519054,144.83783877764978, United States,north_america
Hagatna,693,3.0,4.0,3.0,3367.0,8.0,5.0,14.0,4.0,5.0,4.0,0.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,5.0,4.0,3.0,3.0,13.4727446,144.75201822544284, United States,north_america
Norwich,694,3.0,4.0,4.0,4051.0,24.0,3.0,49.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,52.628606,1.29227, United Kingdom,europe
Huainan,695,3.0,3.0,2.0,1130.0,2.0,3.0,104.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,32.5866826,117.0130019, China,asia
Mui Ne,696,3.0,3.0,2.0,832.0,11.0,3.0,104.0,4.0,3.0,2.0,181.0,2.0,5.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,2.0,3.0,2.0,2.0,10.9428763,108.2830253, Vietnam,asia
Bend OR,697,3.0,4.0,3.0,3781.0,46.0,3.0,25.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,44.0581728,-121.3153096, United States,north_america
Shanghai,698,3.0,4.0,3.0,2224.0,2.0,5.0,87.0,5.0,4.0,3.0,677.0,3.0,5.0,2.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,2.0,3.0,31.2322758,121.4692071, China,asia
Lilongwe,699,3.0,3.0,2.0,1721.0,1.0,2.0,87.0,4.0,2.0,2.0,25.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,2.0,2.0,-13.9875107,33.768144, Malawi,africa
Klaipeda,700,3.0,3.0,3.0,2202.0,40.0,3.0,93.0,3.0,3.0,4.0,1226.0,3.0,5.0,3.0,3.0,2.0,2.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,55.7127529,21.1350469, Lithuania,europe
Gaziantep,701,3.0,3.0,2.0,606.0,11.0,3.0,26.0,4.0,2.0,3.0,905.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,2.0,2.0,37.0628317,37.3792617, Turkey,asia
Macau,702,3.0,3.0,3.0,2588.0,5.0,5.0,81.0,5.0,2.0,3.0,6099.0,3.0,5.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,22.1757605,113.5514142, China,asia
Kozhikode,703,3.0,3.0,2.0,1034.0,10.0,3.0,151.0,4.0,2.0,2.0,142.0,3.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0,11.2450558,75.7754716, India,asia
Fort Myers FL,704,3.0,4.0,4.0,3834.0,42.0,3.0,29.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,5.0,3.0,26.640628,-81.8723084, United States,north_america
Johnson City TN,705,3.0,3.0,3.0,3577.0,38.0,3.0,30.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,3.0,36.3134398,-82.3534728, United States,north_america
Hartford CT,706,3.0,3.0,4.0,3626.0,40.0,2.0,31.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,41.3403944,-72.0243982, United States,north_america
Stockton CA,707,3.0,4.0,3.0,2588.0,41.0,3.0,35.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,5.0,3.0,37.9577016,-121.2907796, United States,north_america
Coventry,708,3.0,4.0,4.0,3553.0,26.0,2.0,37.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,5.0,5.0,3.0,52.4081812,-1.510477, United Kingdom,europe
Palm Bay FL,709,3.0,4.0,3.0,3469.0,40.0,3.0,28.0,4.0,4.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,5.0,3.0,27.9946969,-80.6366144, United States,north_america
San Jose CA,710,3.0,4.0,4.0,3927.0,60.0,2.0,50.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,37.3361905,-121.890583, United States,north_america
Yuba City CA,711,3.0,3.0,3.0,3291.0,81.0,3.0,40.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,39.1404477,-121.6169108, United States,north_america
Galway,712,3.0,4.0,4.0,4138.0,21.0,4.0,60.0,5.0,5.0,4.0,5375.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,3.0,53.2744122,-9.0490601, Ireland,europe
Tomsk,713,3.0,3.0,2.0,1509.0,18.0,2.0,60.0,2.0,2.0,4.0,721.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0,58.6124279,82.0475315, Russia,europe
Pai,714,3.0,4.0,3.0,1596.0,19.0,2.0,24.0,4.0,2.0,3.0,493.0,2.0,5.0,2.0,4.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,2.0,-5.0875829,119.5156332, Indonesia,asia
Yakima WA,715,3.0,3.0,3.0,3690.0,46.0,3.0,25.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,5.0,4.0,3.0,5.0,3.0,46.601557,-120.510842, United States,north_america
Boumerdas,716,3.0,3.0,2.0,1342.0,4.0,2.0,72.0,4.0,2.0,3.0,326.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,36.77101545,3.509589562138503, Algeria,africa
Southampton,717,3.0,4.0,4.0,3898.0,26.0,4.0,36.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,50.9025349,-1.404189, United Kingdom,europe
Antwerp,718,3.0,4.0,3.0,3461.0,56.0,4.0,37.0,4.0,2.0,4.0,3433.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,51.2211097,4.3997081, Belgium,europe
Samara,719,3.0,3.0,2.0,1279.0,17.0,2.0,37.0,2.0,2.0,4.0,721.0,2.0,5.0,2.0,3.0,2.0,3.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,53.198627,50.113987, Russia,europe
Ghent,720,3.0,4.0,3.0,3064.0,41.0,3.0,41.0,4.0,2.0,4.0,3433.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,51.0538286,3.7250121, Belgium,europe
Mbuji-Mayi,721,3.0,2.0,2.0,1627.0,2.0,2.0,41.0,2.0,2.0,2.0,43.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,-6.1258942,23.5998111, Democratic Republic of the Congo,africa
Victoria TX,722,3.6,4.0,4.0,3292.0,25.0,2.0,27.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,3.0,28.8026443,-96.9766308, United States,north_america
Verdi NV,723,3.0,4.0,3.0,3690.0,13.0,3.0,14.0,4.0,4.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,39.5182427,-119.9888113, United States,north_america
Banjul,724,3.0,2.0,2.0,836.0,3.0,2.0,14.0,3.0,2.0,1.0,40.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,13.4410165,-16.56275092072591, The Gambia,Check_continent
Huddersfield,725,3.0,4.0,3.0,3463.0,26.0,3.0,34.0,5.0,3.0,4.0,3354.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,3.0,53.6466645,-1.7822482, United Kingdom,europe
Conakry,726,3.0,2.0,2.0,1479.0,1.0,2.0,34.0,3.0,3.0,1.0,57.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,9.5170602,-13.6998434, Guinea,africa
Astana,727,3.0,3.0,2.0,1183.0,10.0,2.0,65.0,4.0,3.0,4.0,642.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,51.1282205,71.4306682, Kazakhstan,asia
Fort Collins CO,728,3.0,4.0,4.0,3876.0,68.0,3.0,28.0,4.0,5.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,40.5508527,-105.0668085, United States,north_america
Beaverton OR,729,3.0,4.0,4.0,3829.0,44.0,3.0,16.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,45.4871723,-122.80378, United States,north_america
Daegu,730,3.0,4.0,3.0,1913.0,26.0,3.0,78.0,5.0,3.0,4.0,2315.0,2.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,35.8713,128.6018, South Korea,asia
Greeley CO,731,3.0,4.0,3.0,3621.0,65.0,3.0,35.0,4.0,5.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,38.4570355,-101.8185007, United States,north_america
Mountain View CA,732,3.0,4.0,3.0,3917.0,44.0,4.0,16.0,4.0,2.0,4.0,4817.0,5.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,37.3893889,-122.0832101, United States,north_america
Joao Pessoa,733,3.0,3.0,2.0,1098.0,11.0,2.0,16.0,1.0,2.0,3.0,721.0,2.0,5.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,2.0,-7.1215981,-34.882028, Brazil,south_america
Chania Crete,734,3.0,4.0,3.0,3642.0,14.0,3.0,16.0,5.0,2.0,4.0,1436.0,3.0,5.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,35.5120831,24.0191544, Greece,europe
Abu Dhabi,735,3.0,3.0,3.0,3693.0,13.0,5.0,77.0,5.0,3.0,3.0,3135.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,2.0,2.0,3.0,24.4538352,54.3774014, United Arab Emirates,asia
Logan UT,736,3.0,3.0,3.0,3748.0,81.0,3.0,25.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,41.7313447,-111.8348631, United States,north_america
Elkhart IN,737,3.0,3.0,3.0,3700.0,60.0,3.0,27.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,41.6819935,-85.9766671, United States,north_america
Managua,738,3.0,3.0,2.0,1171.0,8.0,2.0,27.0,2.0,4.0,2.0,179.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,12.1459907,-86.2746665, Nicaragua,north_america
Santa Fe NM,739,3.0,4.0,3.0,3345.0,38.0,4.0,14.0,4.0,3.0,4.0,4817.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,3.0,35.6876096,-105.9384569, United States,north_america
Tarifa,740,3.0,4.0,3.0,3116.0,23.0,3.0,23.0,5.0,3.0,4.0,2225.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,36.0127749,-5.6048873, Spain,europe
Bologna,741,3.0,4.0,3.0,2636.0,16.0,3.0,53.0,5.0,2.0,4.0,2607.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,44.4938203,11.3426327, Italy,europe
Auburn AL,742,3.0,3.0,3.0,3612.0,50.0,3.0,28.0,4.0,3.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,33.576353,-86.767638, United States,north_america
Vineland NJ,743,3.0,3.0,3.0,3549.0,77.0,3.0,32.0,4.0,3.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,5.0,4.0,3.0,5.0,3.0,39.4862777,-75.0254256, United States,north_america
Krivoy-Rog,744,3.0,3.0,2.0,896.0,21.0,2.0,35.0,4.0,2.0,4.0,175.0,2.0,5.0,3.0,2.0,2.0,2.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,47.9102734,33.3917703, Ukraine,europe
Lake Havasu City AZ,745,3.0,4.0,3.0,3947.0,61.0,3.0,35.0,4.0,5.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,34.4838502,-114.3224495, United States,north_america
Waukegan IL,746,3.0,3.0,3.0,3716.0,47.0,3.0,24.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,42.3636331,-87.8447938, United States,north_america
